filename,smiles
DR1-OMe.png,CCN(CCOC)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-]
LCM01.png,CCCC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)OC3=CC=C(C(=C3)F)N=C=S
LCM02.png,CCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)OC3=CC(=C(C=C3)N=C=S)F
LCM03.png,CCCC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)OC3=CC=C(C=C3)C4=CC=C(C#N)C(=C4)F
LCM04.png,CCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)OC3=CC=C(C=C3)C4=CC=C(C#N)C(=C4)F
LCM05.png,CCCC1CCC(CC1)C2=CC=C(C#CC3=CC=C(C=C3)C4=CC(=C(C#N)C(=C4)F)F)C=C2
LCM06.png,CCCCCC1CCC(CC1)C2=CC=C(C#CC3=CC=C(C=C3)C4=CC(=C(C#N)C(=C4)F)F)C=C2
LCM07.png,CCCCCC1=CC=C(C=C1)C2=CC=C(C#CC3=CC=C(C=C3)C4=CC(=C(C#N)C(=C4)F)F)C=C2
LCM08.png,CCCCCC1=CC=C(C=C1)C2=CC(=C(C#CC3=CC=C(C=C3)C4=CC(=C(C=C4)C#N)F)C=C2)C
LCM09.png,CCCCCC1=CC=C(C=C1)C2=CC(=C(C#CC3=CC=C(C=C3)C4=CC(=C(C=C4)C#N)F)C(=C2)F)F
LCM10.png,CCCC1=CC=C(C=C1)C2=CC=C(C#CC3=CC(=C(C(=C3)F)N=C=S)F)C=C2
LCM11.png,CCCCCC1=CC=C(C=C1)C2=CC=C(C#CC3=CC(=C(C(=C3)F)N=C=S)F)C=C2
LCM14.png,CCCCCC1=CC=C(C=C1)C2=C(C(=C(C#CC3=CC(=C(C(=C3)F)N=C=S)F)C=C2)F)F
LCM15.png,CCCC1=CC=C(C=C1)C(=O)OC2=CC(=C(C=C2)C(=O)OC3=CC=C(C#N)C(=C3)F)F
LCM16.png,CCCCCC1=CC=C(C=C1)C(=O)OC2=CC(=C(C=C2)C(=O)OC3=CC=C(C#N)C(=C3)F)F
LCM17.png,CCCC1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)C(=O)OC3=CC=C(C#N)C(=C3)F
LCM18.png,CCCCCC1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)C(=O)OC3=CC=C(C#N)C(=C3)F
PEO-0015.png,CN(C)C1=CC=C(C(=C1)OC)N=NC2=CC=C(C=C2)N=NC3=CC=C(C=C3)[N+](=O)[O-]
PEO-0020.png,CCCC1COC(C2=CC(=C(C(=C2)F)C(=O)OC3=CC(=C(C4=CC(=C(C#N)C(=C4)F)F)C(=C3)F)F)F)OC1
    PEO-0021.png,CCCC1CCN(CC1)C2=CC=C(/C=C/C3=CC=C(C(=C(C#N)C#N)C#N)S3)C(=C2)OCCC
PEO-0022.png,CCOC1=CC(=C(C(=C1)F)C(=O)OC2=CC(=C(C#N)C(=C2)F)F)F
PEO-0023.png,CCCCCC1=CC=C(C=C1)C2=CC(=C(C=C2)C3=CC(=C(C(=C3)F)C(F)(F)OC4=CC(=C(C(=C4)F)F)F)F)F
PEO-0024.png,CCCC1=CC=C(C=C1)C2=CC(=C(C(=C2)F)C(F)(F)OC3=CC(=C(C(=C3)F)F)F)F
    PEO-0025.png,CCCCCN(C)C1=CC=C(C=C1)/C=C/C2=C(C#N)C(=C(C#N)C#N)N(CCCCC)C2=O
PEO-0026.png,CCOC1=CC(=C(C(=C1)F)C(=O)OC2=CC(=C(C=C2)C(=O)OC3=CC(=C(C=C3)C(=O)OC4=CC(=C(C#N)C(=C4)F)F)C(F)(F)F)C(F)(F)F)F
    PEO-0027.png,CCCC1CCN(CC1)C2=CC=C(/C=C/C3=CC=C(C4=CC=C(C(=C(C#N)C#N)C#N)S4)S3)C(=C2)OCCC
PEO-0028.png,CCCCCN1C=CC/2=C1CCC\C2=C/C=C/3\CCC\C(=C3/Cl)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0029.png,CCCCCN/1C2=C(C=CC=C2)C(C)(C)\C1=C/C=C/3\CCC\C(=C3/Cl)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0030.png,CCCCCN/1C2=C(C=CC=C2)C(C)(C)\C1=C/C=C/3\CCC\C(=C3/SCCCCC)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0031.png,CCCCN(CCCC)C1=CC=C(/C=C/C2=CC=C(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C4=CC=CC=C4)C(F)(F)F)S2)C(=C1)OCC5=CC=CC=C5
PEO-0032.png,CCCCCS/C/1=C(/CCC\C1=C/C=C/2\C(C)(C)C3=C(C=CC=C3)N2C)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0033.png,CCCCCN/1C2=C(C=CC=C2)C(C)(C)\C1=C/C=C/3\CCC\C(=C3/SCCC)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0034.png,CCCS/C/1=C(/CCC\C1=C/C=C/2\C(C)(C)C3=C(C=CC=C3)N2C)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0035.png,CCCCCS/C/1=C(/CC\C1=C/C=C/2\C(C)(C)C3=C(C=CC=C3)N2C)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0036.png,CCCCCS/C/1=C(/CCC\C1=C/C=C(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
    PEO-0037.png,CCCCCOC1=C2CCCN3CCCC(=C23)C=C1/C=C/C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0038.png,CC/1(C)C2=C(C=CC=C2)N\C1=C\C=C\3/CCC\C(=C3\Cl)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0039.png,CCCCS/C/1=C(/CCC\C1=C/C=C/2\C(C)(C)C3=C(C=CC=C3)N2)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0040.png,CCCCS/C/1=C(\C=C\C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)/CC(C\C1=C/C=C/3\C(C)(C)C4=C(C=CC=C4)N3C)(F)F
PEO-0041.png,CCCCCOC1=C(C=CC(=C1)N(C)C)C(=O)OC2=CC=C(C=C2)C(=O)OC3=CC=C(C=C3)[N+](=O)[O-]
PEO-0042.png,CCN(CC)C1=CC=C(C=C1)C(=CC=C2CCCC(=C2Cl)C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C4=CC=CC=C4)C(F)(F)F)C5=CC=C(C=C5)N(CC)CC
PEO-0043.png,CCN(CC)C1=CC=C(C=C1)C(=CC=C2CCCC(=C2Cl)C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C)C4=CC=C(C=C4)N(CC)CC
PEO-0044.png,CCCCCS/C/1=C(/CC\C1=C/C=C(C2=CC=C(C=C2)N(CC)CC)C3=CC=C(C=C3)N(CC)CC)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0045.png,CCCCCOC1=C2CCCN3CCCC(=C23)C=C1/C=C/C/4=C(/C(=C/C=C/C5=C(C#N)C(=C(C#N)C#N)OC5(C)C)/CC(C)(C)C4)\SCCC
PEO-0046.png,CC/1(C)C2=C(C=CC=C2)N(C)\C1=C\C=C\3/CC(C\C(=C3\Cl)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C)C(F)(F)F
PEO-0047.png,CCCCCS/C/1=C(\C=C\C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)/CC(C\C1=C/C=C/3\C(C)(C)C4=C(C=CC=C4)N3C)C(F)(F)F
    PEO-0048.png,CCCCCCN1CCN(CC1)C2=CC=C(/C=C/C3=CC=C(C(=C(C#N)C#N)C#N)S3)C(=C2)OC
PEO-0049.png,CCCC1COC(C2=CC(=C(C#CC3=CC(=C(C4=CC(=C(C#N)C(=C4)F)F)C(=C3)F)F)C(=C2)F)F)OC1
PEO-0050.png,CC/1(C)C2=C(C=CC=C2)N(C)\C1=C\C=C\3/CC\C(=C3\Cl)\C=C4C(=O)C5=C(C=CC=C5)C4=O
PEO-0051.png,CCCCCS/C/1=C(/CC\C1=C/C=C/2\C(C)(C)C3=C(C=CC=C3)N2C)\C=C4C(=O)C5=C(C=CC=C5)C4=O
PEO-0052.png,CCCOC1=CC(=CC=C1C(=O)OC2=CC(=C(C=C2)C(=O)OC3=CC=C(C(=C3)OC)C(=O)OC4=CC(=C(C=C4)C(=O)OC5=CC=C(C=C5)C6=CC=C(C=C6)[N+](=O)[O-])OC)OCCC)OC
    PEO-0053.png,CCCCCCCCN1C=CC(=CC(=C2C=CC(=C(C#N)C#N)C=C2)C#N)C=C1
PEO-0054.png,CCC1=CC=C(C=C1)C2=CC(=C(C(=C2)F)OC(C3=CC(=C(C(=C3)F)F)F)(F)F)F
        PEO-0055.png,CCCC1=CC=C(C=C1)C2=CC(=C(C=C2)C3=CC(=C(C(=C3)F)OC(C4=CC(=C(C(=C4)F)F)F)(F)F)F)F
PEO-0056.png,CCCOC1=C(C=CC(=C1)OC)C(=O)OC2=CC=C(C(=C2)N(C)C)C(=O)OC3=CC=C(C=C3)[N+](=O)[O-]
    PEO-0057.png,CCCCCOC1=C(/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C(F)(F)F)C=C3CCCN4CCCC1=C34
    PEO-0058.png,CCCCCOC1=C(/C=C/C2=CC=C(C3=CC=C(C(=C(C#N)C#N)C#N)S3)S2)C=C4CCCN5CCCC1=C45
PEO-0059.png,CCCOC1=CC(=CC=C1C(=O)OC2=CC(=C(C=C2)C(=O)OC3=CC=C(C(=C3)OC)C(=O)OC4=CC=C(C(=C4)OC)C(=O)OC5=CC=C(C=C5)[N+](=O)[O-])OC)OC(=O)C6=C(C=C(C=C6)OC)OCCC
PEO-0060.png,CCCCCOC1=C(/C=C/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C=C3CCCN4CCCC1=C34
PEO-0061.png,CCCCCN(C)C1=CC=C(C=C1)/C=C/C/2=C(/C(=C/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C(F)(F)F)/CC(C)(C)C2)\SCCC
PEO-0062.png,CCCCCC1NC2=CC=CC3=C2C(=CC=C3N=NC4=CC=C(C5=C4C=CC=C5)[N+](=O)[O-])N1
PEO-0063.png,CCCCCC1NC2=CC=CC3=C(C=CC(=C32)N1)N=NC4=NC=C([N+](=O)[O-])S4
PEO-0064.png,CCCCCC1N(C)C2=CC=CC3=C(C=CC(=C32)N1C)N=NC4=CC=C(C5=C4C=CC=C5)[N+](=O)[O-]
PEO-0065.png,CCCCCC1N(C)C2=CC=CC3=C(C=CC(=C32)N1C)N=NC4=CC=C(C=C4)[N+](=O)[O-]
PEO-0066.png,CCCCCN/1C2=C(C=CC=C2)S\C1=C/C=C/3\CCC\C(=C3/Cl)\C=C4C(=O)C5=C(C=CC=C5)C4=O
PEO-0067.png,CCCCCC1NC2=CC=CC3=C(C=CC(=C32)N1)N=NC4=CC=C(C=C4)N=NC5=CC=C(C=C5)[N+](=O)[O-]
PEO-0068.png,CCCCCNC1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-]
PEO-0069.png,CCCCCN1C2=C(C=CC=C2)SC1=CC=C3CCCC(=C3Cl)C=CC4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0070.png,CCCCCNC1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=CC=C(C=C3)[N+](=O)[O-]
PEO-0071.png,CCCCCN1C2=C(C=CC=C2)C(C)(C)C1=CC=CC=CC=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C
PEO-0072.png,CCCCCN/1C2=C(C=CC=C2)C(C)(C)\C1=C/C=C/C=C/C=C/C3=C(C#N)C(=O)OC3(C)C
    PEO-0073.png,CCCCCNC1=CC=C(C=C1)/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C(F)(F)F
PEO-0074.png,CCCCC(CC)CS/C/1=C(/CCC\C1=C/C=C/2\C(C)(C)C3=C(C=CC=C3)N2C)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0075.png,CCCCCC1N(C)C2=C3C(=CC=C2)C(=CC=C3N1C)/C=C/C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0076.png,CC/1(C)C2=C(C=CC=C2)N(C)\C1=C\C=C\3/CCC\C(=C3\SCCCCO)\C=C\C4=C(C#N)C(=C(C#N)C#N)OC4(C)C
PEO-0077.png,CCCCCCCC1N(C)C2=CC=CC3=C(C=CC(=C32)N1C)N=NC4=CC=C(C=C4)[N+](=O)[O-]
    PEO-0078.png,CC/1(C)C2=C(C=CC=C2)N(C)\C1=C\C=C\3/CCC\C(=C3\SC45CC6CC(CC(C6)C4)C5)\C=C\C7=C(C#N)C(=C(C#N)C#N)OC7(C)C
